,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries_x,Carries_x,Take-Ons_x,Take-Ons_x,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Receiving,Receiving,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Aerial Duels,Aerial Duels,Aerial Duels,club,date
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries_x,PrgC,Att,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries_y,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Unnamed: 123_level_1,Unnamed: 124_level_1
29,14 Players,,,,,990,1,1,0,0,12,5,2,0,534,12,11,9,0.9,0.9,0.8,21,2,307,404,76.0,26,302,12,16,10,307,404,76.0,5017,2006,155,176,88.1,113,136,83.1,27,57,47.4,1,0.8,0.6,10,16,7,0,26,404,342,57,7,2,6,2,28,2,1,0,0,307,5,10,12,8,9,3,0,4,15,26.7,11,9,3,6,11,23,40,0,534,125,254,203,79,14,534,16,10,62.5,5,31.3,302,1415,587,12,7,4,12,15,304,26,2,0,0,9,9,5,2,11,8,0,0,1,37,7,15,31.8,Norwich City,20190809
30,Callum Wilson,13.0,eng ENG,FW,27-164,89,0,0,0,0,1,1,0,0,18,0,0,1,0.7,0.7,0.0,2,1,6,13,46.2,1,16,2,0,0,6,13,46.2,82,30,3,6,50.0,1,3,33.3,1,3,33.3,0,0.0,0.0,0,1,1,0,1,13,12,1,0,0,1,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18,0,2,8,8,2,18,0,0,,0,,16,69,35,2,2,0,1,2,18,9,0,0,0,2,1,1,1,0,0,0,0,0,0,1,7,12.5,Bournemouth,20190810
31,Dominic Solanke,9.0,eng ENG,FW,21-330,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Bournemouth,20190810
32,Ryan Fraser,24.0,sct SCO,AM,25-167,90,0,0,0,0,1,0,1,0,40,1,0,0,0.1,0.1,0.0,5,0,27,35,77.1,4,33,3,2,0,27,35,77.1,405,102,14,16,87.5,8,9,88.9,3,8,37.5,0,0.0,0.1,1,1,2,0,4,35,28,7,5,0,0,8,0,2,1,1,0,27,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,40,0,1,14,26,2,40,2,0,0.0,2,100.0,33,156,80,3,2,1,1,0,32,7,1,0,0,1,4,0,8,0,0,0,0,0,2,0,0,,Bournemouth,20190810
33,Joshua King,7.0,no NOR,AM,27-207,90,0,0,0,0,1,0,0,0,40,0,1,1,0.1,0.1,0.0,2,0,13,24,54.2,2,26,1,8,3,13,24,54.2,175,52,8,10,80.0,3,7,42.9,1,2,50.0,0,0.0,0.0,1,1,0,0,2,24,23,1,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,40,1,3,22,15,3,40,8,3,37.5,5,62.5,26,187,73,1,3,0,3,0,25,12,0,0,0,1,1,0,0,1,0,0,0,0,7,5,2,71.4,Bournemouth,20190810
34,Jefferson Lerma,8.0,co COL,CM,24-289,90,0,0,0,0,2,0,0,0,66,2,0,1,0.1,0.1,0.0,2,0,37,56,66.1,4,43,1,2,1,37,56,66.1,643,200,22,28,78.6,9,16,56.3,6,10,60.0,0,0.0,0.0,0,4,1,0,4,56,56,0,0,0,0,0,0,0,0,0,0,37,0,2,2,2,2,0,0,0,1,0.0,1,1,0,1,0,2,2,0,66,2,15,41,10,0,66,2,1,50.0,1,50.0,43,182,90,1,2,0,1,0,35,1,0,0,0,0,3,0,0,0,2,0,0,0,15,1,2,33.3,Bournemouth,20190810
35,Philip Billing,29.0,dk DEN,CM,23-060,90,0,0,0,0,2,1,0,0,67,6,4,1,0.0,0.0,0.3,4,0,45,54,83.3,4,41,1,0,0,45,54,83.3,729,147,22,27,81.5,20,22,90.9,2,3,66.7,0,0.3,0.1,2,5,0,0,4,54,53,1,0,0,0,0,1,0,0,0,0,45,0,1,6,4,3,1,2,2,5,40.0,3,1,0,1,4,10,1,0,67,0,15,37,15,1,67,0,0,,0,,41,150,49,1,4,0,1,2,38,0,0,0,0,2,0,0,0,4,4,0,0,0,6,2,4,33.3,Bournemouth,20190810
36,Diego Rico,21.0,es ESP,WB,26-168,90,0,0,0,0,1,0,0,0,71,5,3,0,0.0,0.0,0.0,1,0,34,56,60.7,7,39,1,1,1,34,56,60.7,608,182,17,20,85.0,14,23,60.9,3,9,33.3,0,0.0,0.0,1,5,0,0,7,56,46,10,0,0,1,3,9,1,0,0,0,34,0,2,5,3,4,1,0,2,3,66.7,1,0,0,0,3,8,3,0,71,3,25,31,15,1,71,1,1,100.0,0,0.0,39,142,98,1,2,0,1,0,35,2,0,0,0,0,0,0,3,3,3,0,0,0,5,0,0,,Bournemouth,20190810
37,Adam Smith,15.0,eng ENG,WB,28-103,90,0,0,0,0,0,0,1,0,70,0,0,0,0.0,0.0,0.0,2,0,56,64,87.5,7,47,3,2,2,56,64,87.5,761,255,36,38,94.7,16,18,88.9,2,5,40.0,0,0.0,0.0,0,5,0,0,7,64,48,16,2,0,1,2,14,0,0,0,0,56,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,70,0,15,31,24,2,70,2,2,100.0,0,0.0,47,271,104,3,2,1,3,1,45,4,1,0,0,1,2,0,2,0,0,0,0,0,4,0,0,,Bournemouth,20190810
38,Nathan Aké,5.0,nl NED,CB,24-173,90,0,0,0,0,2,0,0,0,81,3,2,1,0.2,0.2,0.7,2,0,63,69,91.3,5,65,1,0,0,63,69,91.3,1043,271,28,29,96.6,33,33,100.0,2,7,28.6,0,0.7,0.0,2,5,0,0,5,69,67,2,1,0,0,0,1,0,0,0,0,63,0,0,3,3,3,0,0,3,3,100.0,0,1,0,1,2,5,1,0,81,5,38,38,5,2,81,0,0,,0,,65,282,189,1,1,0,1,0,64,0,0,0,0,1,0,0,0,2,3,0,0,0,2,2,2,50.0,Bournemouth,20190810
39,Steve Cook,3.0,eng ENG,CB,28-113,90,0,0,0,0,1,0,0,0,78,0,2,0,0.1,0.1,0.0,0,0,60,69,87.0,2,54,0,0,0,60,69,87.0,1400,453,11,14,78.6,37,40,92.5,12,15,80.0,0,0.0,0.0,0,0,0,0,2,69,64,5,3,0,0,0,2,0,0,0,0,60,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,78,5,44,32,3,1,78,0,0,,0,,54,239,99,0,0,0,0,0,54,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,100.0,Bournemouth,20190810
40,Chris Mepham,33.0,wls WAL,CB,21-278,90,1,0,0,0,2,1,0,0,74,1,1,1,0.5,0.5,0.0,1,0,54,66,81.8,2,58,1,2,1,54,66,81.8,846,298,24,26,92.3,27,30,90.0,1,6,16.7,0,0.0,0.0,0,1,0,0,2,66,63,2,2,0,0,0,0,0,0,0,0,54,1,2,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,2,0,74,6,31,41,3,2,74,2,1,50.0,1,50.0,58,231,134,1,1,0,1,0,53,2,0,0,0,2,3,0,0,1,1,0,0,0,8,1,2,33.3,Bournemouth,20190810
41,Aaron Ramsdale,12.0,eng ENG,GK,21-088,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,16,26,61.5,0,11,0,0,0,16,26,61.5,379,212,3,3,100.0,11,11,100.0,2,12,16.7,0,0.0,0.0,0,0,0,0,0,26,12,14,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,24,28,0,0,0,28,0,0,,0,,11,32,17,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Bournemouth,20190810
42,12 Players,,,,,990,1,0,0,0,13,3,2,0,633,18,13,6,1.8,1.8,1.1,22,1,411,532,77.3,38,433,14,17,8,411,532,77.3,7071,2202,188,217,86.6,179,212,84.4,35,80,43.8,0,1.1,0.4,7,28,4,0,38,532,472,59,18,0,3,14,27,3,1,1,0,411,1,12,18,13,13,3,2,9,15,60.0,6,6,1,5,13,31,15,0,633,46,217,295,124,16,633,17,8,47.1,9,52.9,433,1941,968,14,19,2,13,5,406,37,2,0,0,10,17,1,14,13,13,0,0,0,51,13,20,39.4,Bournemouth,20190810
43,David McGoldrick,17.0,ie IRL,FW,31-254,62,0,0,0,0,2,1,0,0,30,1,0,1,0.4,0.4,0.0,0,0,17,21,81.0,2,15,0,3,2,17,21,81.0,254,37,10,14,71.4,6,6,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,2,21,21,0,0,1,0,0,0,0,0,0,0,17,0,0,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,30,0,7,8,15,0,30,3,2,66.7,1,33.3,15,48,17,0,0,0,2,0,26,4,0,0,0,3,3,0,0,0,1,0,0,0,3,3,4,42.9,Sheffield Utd,20190810
44,Oliver McBurnie,9.0,sct SCO,FW,23-067,28,0,0,0,0,1,0,0,0,18,0,0,1,0.2,0.2,0.0,1,1,7,10,70.0,1,7,0,1,1,7,10,70.0,96,11,5,7,71.4,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,18,2,3,3,12,1,18,1,1,100.0,0,0.0,7,52,8,0,2,0,2,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Sheffield Utd,20190810
45,Callum Robinson,11.0,ie IRL,"FW,AM",24-189,90,0,0,0,0,2,1,0,0,24,1,2,1,0.1,0.1,0.0,0,0,12,13,92.3,1,15,1,1,1,12,13,92.3,170,18,5,5,100.0,6,6,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,13,10,3,0,0,0,0,1,0,0,0,0,12,0,1,1,1,0,0,1,1,2,50.0,1,1,0,1,2,3,0,0,24,0,2,13,10,3,24,1,1,100.0,0,0.0,15,75,37,1,0,0,2,5,15,1,0,0,0,4,0,0,0,2,1,0,0,0,5,1,1,50.0,Sheffield Utd,20190810
46,John Fleck,4.0,sct SCO,"CM,LM",27-351,90,0,0,0,0,0,0,1,0,50,1,0,2,0.0,0.0,0.0,2,0,36,43,83.7,4,27,0,2,0,36,43,83.7,525,186,19,20,95.0,13,14,92.9,2,7,28.6,0,0.0,0.3,2,10,1,0,4,43,40,3,0,0,0,4,0,3,2,0,0,36,0,0,1,1,1,0,0,1,3,33.3,2,2,0,2,0,1,1,0,50,2,10,26,16,0,50,2,0,0.0,2,100.0,27,119,54,0,2,0,2,0,33,1,1,0,0,2,0,0,4,0,1,0,0,0,6,1,1,50.0,Sheffield Utd,20190810
47,Oliver Norwood,16.0,nir NIR,CM,28-120,90,0,0,0,0,0,0,0,0,84,3,3,1,0.0,0.0,0.1,2,0,58,74,78.4,9,38,1,0,0,58,74,78.4,1124,376,23,24,95.8,24,32,75.0,8,15,53.3,0,0.1,0.1,1,9,2,1,9,74,68,6,4,0,1,7,1,1,1,0,0,58,0,0,3,1,1,1,1,3,4,75.0,1,1,0,1,3,6,0,0,84,2,18,53,13,0,84,0,0,,0,,38,113,39,1,0,0,0,0,54,2,0,0,0,2,1,0,7,3,1,0,0,0,14,1,1,50.0,Sheffield Utd,20190810
48,John Lundstram,7.0,eng ENG,CM,25-173,77,0,0,0,0,1,0,0,0,43,1,1,1,0.0,0.0,0.4,5,0,33,40,82.5,3,20,0,0,0,33,40,82.5,697,130,12,14,85.7,13,13,100.0,8,11,72.7,0,0.4,0.2,2,2,1,0,3,40,38,2,0,1,0,3,2,0,0,0,0,33,0,2,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0,43,0,4,22,17,1,43,0,0,,0,,20,99,35,0,1,0,0,0,31,3,0,0,0,0,0,0,3,1,1,0,0,0,5,0,1,0.0,Sheffield Utd,20190810
49,Luke Freeman,8.0,eng ENG,"RM,AM",27-141,13,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,9,10,90.0,2,13,1,2,1,9,10,90.0,112,38,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,2,1,2,10,10,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,1,0,12,0,13,2,1,50.0,1,50.0,13,56,20,1,1,0,1,1,11,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,Sheffield Utd,20190810
50,Enda Stevens,3.0,ie IRL,"WB,LB",29-032,90,0,0,0,0,0,0,0,0,49,3,0,1,0.0,0.0,0.0,0,0,39,45,86.7,0,21,0,1,1,39,45,86.7,585,155,22,24,91.7,15,15,100.0,2,6,33.3,0,0.0,0.0,0,0,0,0,0,45,36,9,1,0,0,1,8,0,0,0,0,39,0,0,3,2,2,1,0,1,3,33.3,2,1,1,0,0,3,0,0,49,1,11,24,16,1,49,1,1,100.0,0,0.0,21,94,50,0,0,0,0,0,26,3,0,0,0,4,0,0,1,0,2,0,0,0,8,1,2,33.3,Sheffield Utd,20190810
51,George Baldock,2.0,gr GRE,"WB,RB",26-154,90,0,0,0,0,1,0,0,0,56,0,1,2,0.0,0.0,0.0,0,0,34,43,79.1,2,26,1,3,0,34,43,79.1,480,154,17,19,89.5,12,13,92.3,1,4,25.0,0,0.0,0.0,0,2,0,0,2,43,35,8,0,0,0,1,8,0,0,0,0,34,0,1,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,1,0,56,1,8,19,29,1,56,3,0,0.0,3,100.0,26,106,34,1,0,0,0,2,32,6,0,0,0,1,0,1,1,1,0,0,0,0,3,0,2,0.0,Sheffield Utd,20190810
52,Jack O'Connell,5.0,eng ENG,CB,25-134,90,0,0,0,0,0,0,0,0,61,1,2,3,0.0,0.0,0.0,1,0,35,50,70.0,2,18,0,0,0,35,50,70.0,522,212,17,19,89.5,14,18,77.8,1,9,11.1,0,0.0,0.2,0,2,1,0,2,50,46,4,4,1,0,0,0,0,0,0,0,35,0,0,1,1,0,1,0,0,0,,0,3,1,2,2,3,2,0,61,3,27,29,5,0,61,0,0,,0,,18,70,25,0,0,0,2,0,39,1,0,0,0,0,2,0,0,2,1,0,0,0,1,5,1,83.3,Sheffield Utd,20190810
53,John Egan,12.0,ie IRL,CB,26-294,90,0,0,0,0,0,0,0,0,55,2,3,0,0.0,0.0,0.0,0,0,33,42,78.6,2,13,0,0,0,33,42,78.6,672,158,9,12,75.0,20,24,83.3,4,6,66.7,0,0.0,0.0,0,2,0,0,2,42,42,0,0,0,0,0,0,0,0,0,0,33,0,0,2,2,2,0,0,1,2,50.0,1,0,0,0,3,5,7,0,55,4,27,27,1,1,55,0,0,,0,,13,48,9,0,0,0,0,0,31,0,0,0,0,1,1,0,0,3,2,0,0,0,4,5,0,100.0,Sheffield Utd,20190810
54,Chris Basham,6.0,eng ENG,CB,31-021,81,0,0,0,0,0,0,0,0,62,1,2,1,0.0,0.0,0.0,0,0,37,50,74.0,1,19,1,2,0,37,50,74.0,648,249,16,17,94.1,14,19,73.7,5,8,62.5,0,0.0,0.0,0,4,0,0,1,50,42,7,0,0,0,0,7,0,0,0,0,37,1,2,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,3,0,62,3,19,33,10,1,62,2,0,0.0,2,100.0,19,95,61,1,0,0,0,0,30,1,0,0,0,1,1,0,0,2,1,0,0,0,2,1,0,100.0,Sheffield Utd,20190810
55,Billy Sharp,10.0,eng ENG,FW,33-186,9,1,0,0,0,1,1,0,0,5,0,0,0,0.7,0.7,0.0,0,0,2,3,66.7,1,4,0,0,0,2,3,66.7,22,10,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,0,5,2,5,0,0,,0,,4,9,2,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Sheffield Utd,20190810
56,Dean Henderson,1.0,eng ENG,GK,22-151,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,10,32,31.3,0,16,0,0,0,10,32,31.3,421,400,0,0,,4,5,80.0,6,27,22.2,0,0.0,0.0,0,0,0,0,0,32,22,10,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,32,34,0,0,0,34,0,0,,0,,16,78,58,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sheffield Utd,20190810
57,14 Players,,,,,990,1,0,0,0,8,3,1,0,584,14,14,14,1.4,1.4,0.5,12,1,362,476,76.1,30,252,5,15,6,362,476,76.1,6328,2134,162,183,88.5,146,170,85.9,38,94,40.4,0,0.5,0.8,5,32,7,2,30,476,423,52,11,3,1,18,27,4,3,0,0,362,1,7,14,11,7,5,2,9,17,52.9,8,14,2,12,14,28,16,0,584,50,171,257,161,11,584,15,6,40.0,9,60.0,252,1062,449,5,6,0,11,9,361,29,1,0,0,19,9,1,18,14,11,0,0,0,53,20,13,60.6,Sheffield Utd,20190810
58,Ashley Barnes,10.0,eng ENG,FW,29-284,83,2,0,0,0,4,3,0,0,33,1,0,0,0.7,0.7,0.0,2,0,11,19,57.9,1,20,1,4,4,11,19,57.9,148,22,4,8,50.0,5,7,71.4,0,0,,0,0.0,0.0,0,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,33,1,4,16,13,4,33,4,4,100.0,0,0.0,20,77,24,1,0,1,2,1,22,4,0,0,0,1,1,2,0,0,0,0,0,0,3,5,7,41.7,Burnley,20190810
59,Jay Rodriguez,19.0,eng ENG,FW,30-012,7,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,Burnley,20190810
60,Chris Wood,9.0,nz NZL,FW,27-246,90,0,0,0,0,1,0,0,0,26,0,0,2,0.0,0.0,0.0,0,0,5,15,33.3,0,15,1,0,0,5,15,33.3,56,19,3,8,37.5,1,4,25.0,0,0,,0,0.0,0.0,0,0,0,0,0,15,15,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,26,1,1,12,13,3,26,0,0,,0,,15,44,6,1,0,0,6,1,18,3,0,0,0,1,1,3,2,0,0,0,0,0,2,2,5,28.6,Burnley,20190810
61,Dwight McNeil,11.0,eng ENG,LM,19-261,83,0,0,0,0,0,0,0,0,32,4,1,1,0.0,0.0,0.0,0,0,13,21,61.9,2,21,2,4,4,13,21,61.9,204,69,7,9,77.8,4,9,44.4,1,2,50.0,0,0.0,0.0,0,2,1,1,2,21,20,1,1,0,0,3,0,0,0,0,0,13,0,0,4,3,3,1,0,1,1,100.0,0,1,0,1,1,5,1,0,32,1,9,16,9,0,32,4,4,100.0,0,0.0,21,120,54,2,0,0,2,2,20,1,0,0,0,0,1,0,3,1,3,0,0,0,4,1,0,100.0,Burnley,20190810
62,Aaron Lennon,25.0,eng ENG,LM,32-116,7,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,2,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Burnley,20190810
63,Ashley Westwood,18.0,eng ENG,CM,29-131,90,0,0,0,0,0,0,0,0,40,0,0,3,0.0,0.0,0.0,2,1,19,33,57.6,3,17,0,0,0,19,33,57.6,266,62,11,13,84.6,6,10,60.0,1,7,14.3,0,0.0,0.0,1,0,0,0,3,33,32,1,0,0,0,1,0,0,0,0,0,19,0,1,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,40,3,8,26,6,0,40,0,0,,0,,17,31,8,0,0,0,2,1,19,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,,Burnley,20190810
64,Jack Cork,4.0,eng ENG,CM,30-046,90,0,0,0,0,0,0,0,0,42,1,1,1,0.0,0.0,0.0,1,0,24,37,64.9,1,18,0,0,0,24,37,64.9,308,40,16,19,84.2,4,11,36.4,2,2,100.0,0,0.0,0.0,0,0,1,0,1,37,36,1,0,0,0,0,1,0,0,0,0,24,0,1,1,1,1,0,0,0,2,0.0,2,1,1,0,1,2,0,0,42,2,6,29,7,0,42,0,0,,0,,18,76,10,0,0,0,1,0,17,1,0,0,0,1,0,0,0,1,1,0,0,0,8,3,2,60.0,Burnley,20190810
65,Jóhann Berg Guðmundsson,7.0,is ISL,RM,28-287,90,1,0,0,0,2,1,0,0,28,1,2,3,0.1,0.1,0.1,3,1,8,17,47.1,0,17,2,4,3,8,17,47.1,200,49,4,7,57.1,0,2,0.0,3,7,42.9,0,0.1,0.0,2,0,0,0,0,17,15,2,0,0,0,3,0,2,2,0,0,8,0,0,1,0,0,1,0,0,1,0.0,1,3,0,3,2,3,1,0,28,2,7,9,14,3,28,4,3,75.0,1,25.0,17,109,62,2,1,1,2,0,12,2,0,0,0,1,1,0,3,2,0,0,0,0,5,0,1,0.0,Burnley,20190810
66,Erik Pieters,23.0,nl NED,LB,31-003,90,0,2,0,0,1,0,0,0,92,7,2,1,0.0,0.0,0.5,2,2,45,78,57.7,3,37,1,0,0,45,78,57.7,770,431,25,28,89.3,14,29,48.3,5,14,35.7,2,0.5,0.2,2,4,1,1,3,78,57,19,1,0,2,2,18,0,0,0,0,45,2,4,7,4,2,5,0,1,2,50.0,1,1,0,1,2,9,2,0,92,3,24,56,13,0,92,0,0,,0,,37,134,80,1,2,0,1,0,41,0,0,0,0,0,1,0,2,2,4,0,0,0,5,1,0,100.0,Burnley,20190810
67,Ben Mee,6.0,eng ENG,CB,29-323,90,0,0,0,0,0,0,0,0,61,2,3,1,0.0,0.0,0.0,0,0,28,49,57.1,1,23,0,0,0,28,49,57.1,582,198,6,13,46.2,19,27,70.4,3,9,33.3,0,0.0,0.0,0,0,0,0,1,49,47,2,1,0,0,0,1,0,0,0,0,28,0,0,2,2,2,0,0,0,1,0.0,1,1,1,0,3,5,4,0,61,5,24,36,1,1,61,0,0,,0,,23,100,54,0,0,0,0,0,25,0,0,0,0,0,1,0,0,3,2,0,0,0,4,8,3,72.7,Burnley,20190810
68,James Tarkowski,5.0,eng ENG,CB,26-264,90,0,0,0,0,2,0,0,0,56,2,3,2,0.1,0.1,0.0,2,1,23,39,59.0,2,17,0,1,1,23,39,59.0,544,221,6,9,66.7,12,19,63.2,5,11,45.5,0,0.0,0.0,0,1,0,0,2,39,38,1,1,0,0,0,0,0,0,0,0,23,0,0,2,2,2,0,0,1,1,100.0,0,2,1,1,3,5,2,0,56,9,23,31,2,2,56,1,1,100.0,0,0.0,17,110,57,0,0,0,2,0,16,0,0,0,0,1,3,0,0,3,2,0,0,0,7,1,0,100.0,Burnley,20190810
69,Matthew Lowton,2.0,eng ENG,RB,30-062,90,0,0,0,0,0,0,0,0,52,2,2,0,0.0,0.0,0.0,1,0,26,44,59.1,3,12,1,2,2,26,44,59.1,477,195,11,15,73.3,14,23,60.9,1,4,25.0,0,0.0,0.0,1,1,1,1,3,44,27,16,0,0,0,3,16,0,0,0,0,26,1,1,2,0,2,0,0,0,0,,0,0,0,0,2,4,1,0,52,2,11,31,10,1,52,2,2,100.0,0,0.0,12,74,50,1,0,0,1,0,15,3,0,0,0,1,1,0,3,2,0,0,0,0,5,1,0,100.0,Burnley,20190810
70,Nick Pope,1.0,eng ENG,GK,27-113,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,1,0,18,38,47.4,0,16,0,0,0,18,38,47.4,738,633,3,3,100.0,5,5,100.0,10,28,35.7,0,0.0,0.0,1,2,0,0,0,38,21,15,9,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,41,26,37,4,0,0,41,0,0,,0,,16,100,72,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Burnley,20190810
71,13 Players,,,,,990,3,2,0,0,10,4,0,0,507,21,14,14,0.9,0.9,0.6,14,5,220,392,56.1,16,214,8,15,14,220,392,56.1,4293,1939,96,132,72.7,84,146,57.5,31,84,36.9,2,0.6,0.4,7,10,4,3,16,392,329,58,13,0,2,14,36,2,2,0,0,220,5,9,21,12,13,8,0,5,11,45.5,6,14,3,11,14,35,14,0,507,55,154,269,89,14,507,15,14,93.3,1,6.7,214,977,477,8,3,2,20,6,218,15,0,0,0,6,11,5,14,14,12,0,0,0,51,22,22,50.0,Burnley,20190810
